Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3597844042,1,1,8,-37.8068126,144.9776248,-37.8158343,145.04645,6303.0,2018-05-07,05:24:07,1849.14,5:54:56,22.63
ID3255921559,1,4,2,-37.8086595,144.9954898,-37.8148243,144.9376494,5549.0,2018-07-27,11:55:52,1401.78,12:19:13,10.15
ID3682609525,1,3,3,-37.814126200000004,144.9735497,-37.8270191,144.9741274,2047.0,2018-07-23,00:22:59,491.76,0:31:10,18.09
ID1658356257,0,8,5,-37.8158343,145.04645,-37.8030876,144.9296926,10538.0,2018-03-22,13:36:09,2976.059999999998,14:25:45,9.53
ID5136442465,2,5,6,-37.808746299999996,144.92591409999997,-37.7908183,144.9857929,7094.0,2018-01-19,11:11:43,1865.52,11:42:48,150.87
ID5860855713,2,2,8,-37.8131622,144.9335246,-37.8158343,145.04645,11187.0,2018-06-14,18:51:37,3117.0,19:43:34,252.33
ID5682370570,2,6,1,-37.7874325,144.9803767,-37.809611700000005,144.97235519999998,2754.0,2018-06-10,23:28:11,671.82,23:39:22,88.74
ID1255593500,0,8,6,-37.8158343,145.04645,-37.773845,144.9836895,10698.0,2018-02-19,17:18:49,2735.16,18:04:24,9.69
ID1757998295,0,4,3,-37.8126689,145.0002816,-37.816399600000004,144.9825983,2014.0,2018-07-21,19:03:06,521.2199999999998,19:11:47,11.18
ID3151915454,1,2,4,-37.8152706,144.9450919,-37.801559600000004,145.00710690000003,6390.0,2018-01-03,12:43:43,1614.3,13:10:37,17.04
ID3891696949,1,7,2,-37.8618349,144.90571599999998,-37.8158013,144.934271,10708.0,2018-03-15,20:49:52,3501.659999999999,21:48:13,24.86
ID3998780746,1,4,9,-37.811839299999995,145.0116848,-38.1109156,144.65417250000002,48025.0,2018-01-05,21:51:21,11647.5,1:05:28,56.1
ID3658216446,1,4,1,-37.8166264,145.0073186,-37.8180834,144.9661608,3926.0,2018-01-19,00:03:26,1026.9,0:20:32,20.93
ID1164435496,0,1,2,-37.8134597,144.95094440000003,-37.8130028,144.9376504,2667.0,2018-04-22,08:12:26,650.0400000000002,8:23:16,9.22
ID1599716128,0,9,1,-38.1109156,144.65417250000002,-37.810231200000004,144.96140269999998,43430.0,2018-07-27,17:13:16,10494.300000000008,20:08:10,16.1
ID1116684545,0,2,4,-37.818014399999996,144.9470579,-37.8006458,145.0012261,6151.0,2018-07-26,02:30:53,1536.24,2:56:29,10.7
ID1883948070,0,4,8,-37.809021,145.01016950000002,-37.807202000000004,145.0266373,1832.0,2018-04-28,00:39:17,436.74,0:46:33,15.79
ID1923579333,0,4,6,-37.8086578,144.9933375,-37.7907967,144.985865,3013.0,2018-03-16,11:16:07,847.1399999999999,11:30:14,5.03
ID1750864587,0,8,2,-37.807202000000004,145.0266373,-37.8215102,144.9307248,9865.0,2018-02-25,10:42:30,2511.300000000001,11:24:21,9.83
ID3986862539,1,4,6,-37.8105551,145.0006641,-37.7907967,144.985865,3424.0,2018-02-15,05:47:07,964.74,6:03:11,20.31
ID3809890628,1,8,3,-37.8158343,145.04645,-37.824260200000005,144.9700627,8081.0,2018-02-12,23:42:06,2313.959999999999,0:20:39,25.76
ID1292339971,0,1,8,-37.8096803,144.9726434,-37.807202000000004,145.0266373,5485.0,2018-02-01,14:49:19,1418.2800000000002,15:12:57,10.01
ID3240489258,1,3,5,-37.8233575,144.9880778,-37.805175,144.93283390000002,5883.0,2018-03-14,23:04:59,1558.9799999999998,23:30:57,21.63
ID1368996608,0,2,4,-37.814077600000005,144.9446245,-37.8092109,145.00089419999998,5344.0,2018-02-16,07:21:10,1386.66,7:44:16,2.6
ID5397021042,2,2,1,-37.812911,144.9282021,-37.8181848,144.9645277,4331.0,2018-05-06,12:13:01,1117.8000000000004,12:31:38,111.24
ID5755781776,2,8,1,-37.8158343,145.04645,-37.820764000000004,144.9671687,7917.0,2018-05-22,03:22:55,2359.080000000001,4:02:14,206.11
ID5757505025,2,7,5,-37.8618349,144.90571599999998,-37.8056537,144.93327060000001,11128.0,2018-06-16,00:51:41,3591.7199999999993,1:51:32,303.74
ID3836399383,1,3,7,-37.8257965,144.9680325,-37.8618349,144.90571599999998,8164.0,2018-02-28,13:34:51,2825.64,14:21:56,22.3
ID3342421809,1,1,6,-37.8034219,144.94998130000002,-37.7738026,144.98364660000001,8351.0,2018-04-21,16:26:28,2634.9,17:10:22,24.7
ID1882590115,0,4,2,-37.804185100000005,145.0108945,-37.816098499999995,144.92875800000002,9093.0,2018-01-27,13:03:13,2349.6599999999994,13:42:22,13.26
ID5350555690,2,1,2,-37.822953999999996,144.9550304,-37.8133599,144.9375612,2638.0,2018-03-20,12:34:34,666.4200000000002,12:45:40,71.58
ID1211847303,0,6,5,-37.773845,144.9836895,-37.805738899999994,144.9295765,8266.0,2018-01-05,17:09:21,1882.5599999999995,17:40:43,7.96
ID1810805509,0,9,2,-38.1109156,144.65417250000002,-37.8178778,144.94670209999998,41759.0,2018-06-01,20:15:44,10050.179999999997,23:03:14,16.06
ID1689800192,0,7,2,-37.8618349,144.90571599999998,-37.815095,144.9412011,10019.0,2018-01-20,04:23:37,3324.779999999999,5:19:01,17.83
ID3875046947,1,9,4,-38.1109156,144.65417250000002,-37.802808399999996,145.0041919,47924.0,2018-05-26,16:54:56,11626.320000000003,20:08:42,56.59
ID3243299542,1,4,5,-37.8087984,145.00884680000001,-37.8044811,144.9364001,6867.0,2018-01-05,18:07:10,1730.0,18:36:00,17.3
ID3182221133,1,7,1,-37.8618349,144.90571599999998,-37.8154546,144.97045669999997,8182.0,2018-04-05,15:02:36,2824.0199999999986,15:49:40,19.69
ID3236820936,1,4,2,-37.814713,145.0060753,-37.818327200000006,144.94863859999998,5742.0,2018-03-04,16:57:08,1283.3400000000008,17:18:31,20.67
ID3496541285,1,9,4,-38.1109156,144.65417250000002,-37.8049857,144.99567919999998,46872.0,2018-04-03,23:31:30,11368.0,2:40:58,59.13
ID3246332326,1,4,5,-37.816716299999996,145.0071935,-37.8067555,144.9324706,7358.0,2018-04-27,19:36:38,1837.7400000000007,20:07:15,17.84
ID5411945559,2,8,4,-37.807202000000004,145.0266373,-37.7961278,144.99491899999998,9817.0,2018-06-28,19:26:15,2399.0,20:06:14,199.63
ID5498791608,2,3,6,-37.816032,144.97258119999998,-37.7907967,144.985865,3501.0,2018-02-18,00:36:04,1014.7799999999997,0:52:58,114.9
ID3414355808,1,1,6,-37.8094869,144.9482517,-37.7874421,144.9804091,4856.0,2018-04-12,19:07:56,1258.2000000000005,19:28:54,14.87
ID1954888569,0,1,6,-37.8139816,144.9604015,-37.7874325,144.9803767,3988.0,2018-04-22,05:22:17,986.7,5:38:43,14.81
ID1732137163,0,1,7,-37.8061201,144.9486771,-37.8618349,144.90571599999998,9694.0,2018-04-28,10:37:57,3290.1600000000008,11:32:47,12.67
ID3541737743,1,1,3,-37.8190736,144.95208159999999,-37.8166176,144.9838127,3126.0,2018-03-01,07:35:23,788.0,7:48:31,7.61
ID1160299512,0,4,9,-37.8097157,145.01152480000002,-38.1109156,144.65417250000002,48247.0,2018-05-28,02:40:01,11676.0,5:54:37,23.32
ID5872769920,2,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-03-27,07:45:49,3866.0,8:50:15,295.9
ID3882313094,1,1,9,-37.804723700000004,144.96424960000002,-38.1109156,144.65417250000002,44247.0,2018-02-16,02:45:14,10720.02,5:43:54,53.74
ID5587876725,2,2,8,-37.8144943,144.938064,-37.8158343,145.04645,10132.0,2018-02-18,19:08:16,2850.42,19:55:46,238.87
ID3619912010,1,7,1,-37.8618349,144.90571599999998,-37.8182464,144.96628280000002,7704.0,2018-03-15,03:58:42,2703.419999999999,4:43:45,26.89
ID1207196877,0,9,6,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-06-07,18:02:36,11495.340000000007,21:14:11,17.68
ID3557140409,1,4,5,-37.8246444,145.0057775,-37.8043856,144.9283024,8112.0,2018-05-16,21:25:28,2106.0,22:00:34,24.96
ID5633939672,2,7,4,-37.8618349,144.90571599999998,-37.801299,145.0011591,11972.0,2018-07-24,12:33:51,3893.0,13:38:44,308.54
ID3977121693,1,6,2,-37.7907967,144.985865,-37.8091367,144.9372571,6339.0,2018-06-26,09:33:13,1726.5599999999995,10:01:59,13.0
ID3714713746,1,2,8,-37.810691299999995,144.9364149,-37.8158343,145.04645,10123.0,2018-03-24,19:06:23,2837.0,19:53:40,27.52
ID1531743964,0,7,6,-37.8618349,144.90571599999998,-37.7907967,144.985865,11711.0,2018-04-01,02:15:59,3859.7999999999984,3:20:18,19.65
ID1476491994,0,8,1,-37.8158343,145.04645,-37.8040003,144.9585075,7924.0,2018-06-10,01:41:17,2209.0,2:18:06,16.65
ID3477715461,1,7,4,-37.8618349,144.90571599999998,-37.8101954,144.9971252,10784.0,2018-07-24,10:34:59,3530.9399999999982,11:33:49,17.33
ID1944846357,0,5,7,-37.79878660000001,144.9197995,-37.8618349,144.90571599999998,12368.0,2018-01-21,20:16:24,3847.800000000001,21:20:31,15.53
ID3631863128,1,4,3,-37.802958600000004,145.0087472,-37.821678000000006,144.97793240000001,4386.0,2018-03-17,13:31:19,1175.8200000000013,13:50:54,20.57
ID1956213357,0,5,7,-37.8066242,144.9323335,-37.8618349,144.90571599999998,10989.0,2018-03-26,09:41:25,3512.82,10:39:57,6.54
ID3776812962,1,3,6,-37.8159843,144.97220359999997,-37.7874421,144.9804091,3435.0,2018-06-24,20:29:16,860.0400000000003,20:43:36,18.68
ID3810638553,1,7,2,-37.8618349,144.90571599999998,-37.81202929999999,144.944515,10116.0,2018-02-15,03:53:12,3328.0799999999986,4:48:40,28.85
ID1874623827,0,6,8,-37.773845,144.9836895,-37.807202000000004,145.0266373,8606.0,2018-02-06,10:55:16,1995.7200000000007,11:28:31,7.25
ID3640636851,1,1,2,-37.805095200000004,144.9685561,-37.826139399999995,144.9518326,3482.0,2018-02-04,11:57:35,903.7200000000003,12:12:38,11.76
ID3150148963,1,2,9,-37.8146922,144.9375458,-38.1109156,144.65417250000002,42622.0,2018-06-10,19:33:05,10226.16,22:23:31,52.12
ID3887816523,1,7,3,-37.8618349,144.90571599999998,-37.8154148,144.9957856,10465.0,2018-05-15,01:00:50,3344.9999999999986,1:56:35,29.38
ID5910822987,2,7,3,-37.8618349,144.90571599999998,-37.8113661,144.97543380000002,8917.0,2018-02-25,22:31:42,2982.8999999999987,23:21:24,259.82
ID1790501822,0,4,6,-37.8073255,144.99366940000002,-37.773845,144.9836895,5730.0,2018-05-26,13:23:24,1218.9,13:43:42,13.29
ID3613048866,1,7,2,-37.8618349,144.90571599999998,-37.8236213,144.9404384,9506.0,2018-03-27,10:45:49,3272.34,11:40:21,17.73
ID3858007830,1,7,4,-37.8618349,144.90571599999998,-37.8196704,145.0100186,11483.0,2018-07-15,17:28:01,3619.5,18:28:20,28.23
ID3226018306,1,6,2,-37.7874421,144.9804091,-37.8127235,144.93611769999998,6453.0,2018-07-17,00:04:00,1621.3199999999995,0:31:01,23.43
ID1446381179,0,5,8,-37.8101135,144.9049074,-37.8158343,145.04645,12723.0,2018-06-16,09:29:14,3437.04,10:26:31,10.92
ID1456317161,0,5,6,-37.800287899999994,144.9367364,-37.7738026,144.98364660000001,10082.0,2018-07-24,16:44:22,3079.8,17:35:41,11.92
ID1196876049,0,8,5,-37.8158343,145.04645,-37.80348,144.936364,10554.0,2018-07-06,19:46:44,2889.5400000000013,20:34:53,10.61
ID3482573842,1,5,4,-37.804452000000005,144.9262237,-37.821869799999995,145.0103197,8516.0,2018-03-21,05:14:15,2266.559999999999,5:52:01,23.55
ID1932843582,0,6,8,-37.7874421,144.9804091,-37.807202000000004,145.0266373,5789.0,2018-06-03,10:19:29,1492.6800000000005,10:44:21,8.11
ID5947294591,2,5,7,-37.8060098,144.93829019999998,-37.8618349,144.90571599999998,10787.0,2018-07-10,00:17:44,3497.7000000000007,1:16:01,288.82
ID5264906016,2,6,1,-37.773845,144.9836895,-37.800868,144.9535731,4820.0,2018-02-19,12:54:26,1008.3599999999997,13:11:14,97.43
ID1589924096,0,2,6,-37.814122600000005,144.9444126,-37.773845,144.9836895,6438.0,2018-05-01,01:48:33,1454.94,2:12:47,10.79
ID3380189362,1,9,5,-38.1109156,144.65417250000002,-37.80003189999999,144.92581330000002,45901.0,2018-06-20,18:17:03,11131.859999999995,21:22:34,52.79
ID3745724452,1,6,2,-37.7738026,144.98364660000001,-37.813993200000006,144.9361387,10113.0,2018-01-04,08:46:14,3038.219999999999,9:36:52,17.4
ID5467315653,2,7,3,-37.8618349,144.90571599999998,-37.8232838,144.97001909999997,7976.0,2018-05-14,16:29:23,2739.96,17:15:02,224.97
ID5870223533,2,4,5,-37.799281799999996,144.99715559999999,-37.8084185,144.9234256,7625.0,2018-05-10,22:42:27,2022.7799999999993,23:16:09,180.31
ID3389960028,1,5,8,-37.8000075,144.9371309,-37.8158343,145.04645,10566.0,2018-06-22,14:21:40,2936.16,15:10:36,22.6
ID3499497237,1,8,1,-37.807202000000004,145.0266373,-37.8202972,144.9577737,7171.0,2018-05-06,21:53:38,1816.0800000000006,22:23:54,26.85
ID1771401824,0,9,4,-38.1109156,144.65417250000002,-37.808915,145.01029419999998,48057.0,2018-05-12,02:49:48,11622.300000000005,6:03:30,26.09
ID1254884632,0,5,2,-37.8046136,144.92312719999998,-37.818011799999994,144.9480948,2934.0,2018-07-21,08:06:16,763.6800000000002,8:18:59,7.9
ID3760248856,1,4,8,-37.8019771,145.0019334,-37.807202000000004,145.0266373,2450.0,2018-07-02,12:12:41,657.1800000000002,12:23:38,11.6
ID1847685698,0,7,2,-37.8618349,144.90571599999998,-37.8144943,144.938064,10566.0,2018-07-16,11:12:58,3437.159999999999,12:10:15,6.33
ID1505181329,0,5,6,-37.798980900000004,144.9364074,-37.7907967,144.985865,5600.0,2018-05-03,04:59:44,1581.06,5:26:05,12.75
ID3410182486,1,3,4,-37.8207322,144.9848817,-37.79929310000001,145.0056747,3829.0,2018-01-04,14:45:29,1017.36,15:02:26,14.37
ID5992727391,2,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-01-26,15:39:56,12681.059999999998,19:11:17,950.07
ID3181367451,1,5,4,-37.8113309,144.92940719999999,-37.817485299999994,145.00441569999998,8237.0,2018-05-03,11:12:43,2079.6600000000017,11:47:22,13.57
ID3387425249,1,1,5,-37.8123779,144.97367659999998,-37.8042012,144.9279658,4621.0,2018-05-24,08:54:51,1257.78,9:15:48,9.92
ID1477586102,0,8,3,-37.807202000000004,145.0266373,-37.814213099999996,144.9854751,4629.0,2018-06-20,08:26:45,1098.9,8:45:03,2.75
ID3779289713,1,8,1,-37.8158343,145.04645,-37.8067936,144.9534191,8407.0,2018-06-21,06:05:26,2427.5399999999986,6:45:53,14.28
ID1564427257,0,2,6,-37.8255049,144.92891569999998,-37.773845,144.9836895,10955.0,2018-06-02,18:06:56,2480.16,18:48:16,12.7
ID1710842934,0,2,5,-37.8223314,144.94758230000002,-37.809074200000005,144.9316054,2287.0,2018-03-14,22:19:04,592.0800000000003,22:28:56,11.05
ID3969989260,1,6,9,-37.7908183,144.9857929,-38.1109156,144.65417250000002,47186.0,2018-06-05,06:58:38,11418.06,10:08:56,46.22
ID3337906825,1,1,8,-37.8189555,144.9618262,-37.8158343,145.04645,8113.0,2018-02-04,07:02:09,2339.0400000000004,7:41:08,18.83
ID1833011120,0,6,7,-37.7874325,144.9803767,-37.8618349,144.90571599999998,11633.0,2018-06-01,15:34:37,3663.780000000001,16:35:40,10.2
ID3334738240,1,6,5,-37.7907967,144.985865,-37.8008906,144.9282064,6412.0,2018-05-22,00:47:57,1761.7200000000007,1:17:18,23.97
ID1528157897,0,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-03-20,04:21:50,3717.4800000000014,5:23:47,13.65
ID1390204070,0,7,6,-37.8618349,144.90571599999998,-37.7738026,144.98364660000001,16033.0,2018-06-15,19:47:41,5320.6799999999985,21:16:21,13.98
ID3881275036,1,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-07-01,00:07:11,12681.060000000005,3:38:32,66.89
ID3416566488,1,9,6,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-02-19,20:13:58,11495.340000000007,23:25:33,51.1
ID5716889277,2,9,2,-38.1109156,144.65417250000002,-37.815189600000004,144.9363179,42857.0,2018-07-17,16:50:02,10305.54,19:41:47,775.32
ID3528856772,1,9,4,-38.1109156,144.65417250000002,-37.8101799,144.99712759999997,46657.0,2018-06-15,15:20:39,11184.240000000005,18:27:03,51.02
ID1171749226,0,5,8,-37.811312799999996,144.9299071,-37.8158343,145.04645,11432.0,2018-06-20,9:20:46,3184.92,10:13:50,7.13
ID3911274597,1,1,4,-37.816659200000004,144.9697714,-37.801951200000005,145.00063459999998,3917.0,2018-01-10,04:22:40,1068.18,4:40:28,20.84
ID3901785619,1,7,3,-37.8618349,144.90571599999998,-37.816602100000004,144.99814009999997,10536.0,2018-02-07,23:05:32,3389.94,0:02:01,28.9
ID1807018275,0,4,5,-37.8142698,145.0123841,-37.799726799999995,144.92549440000002,8814.0,2018-02-09,00:28:01,2222.640000000001,1:05:03,13.53
ID5767387599,2,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-15,21:25:36,4911.5999999999985,22:47:27,391.23
ID3690089016,1,2,1,-37.8250284,144.94528449999999,-37.8120674,144.9739267,3260.0,2018-04-07,21:30:21,850.5600000000002,21:44:31,25.12
ID3608580510,1,4,5,-37.818853000000004,145.00260319999998,-37.8049506,144.92755680000002,7440.0,2018-07-22,23:23:25,1891.7400000000007,23:54:56,27.74
ID3648233633,1,7,2,-37.8618349,144.90571599999998,-37.8099179,144.93604119999998,10543.0,2018-02-09,03:34:57,3421.739999999999,4:31:58,28.05
ID1531510489,0,1,1,-37.819948600000004,144.9685642,-37.8171479,144.9513388,1966.0,2018-06-16,07:31:44,554.3399999999998,7:40:58,7.27
ID1834407074,0,5,7,-37.7999149,144.93632649999998,-37.8618349,144.90571599999998,13759.0,2018-04-17,20:48:43,4309.380000000001,22:00:32,9.63
ID1200503978,0,1,5,-37.8120045,144.9602759,-37.8054867,144.9265966,3619.0,2018-03-16,06:01:23,887.2199999999998,6:16:10,3.93
ID1127242167,0,4,7,-37.8136782,145.01403200000001,-37.8618349,144.90571599999998,12487.0,2018-01-03,22:00:14,3938.280000000001,23:05:52,15.01
ID1899998290,0,1,9,-37.8047159,144.9723857,-38.1109156,144.65417250000002,44846.0,2018-04-09,23:35:34,10882.26,2:36:56,17.72
ID5384122935,2,1,2,-37.819579600000004,144.9688826,-37.8162262,144.93828059999998,3658.0,2018-06-27,12:12:09,942.84,12:27:51,82.33
ID1970624339,0,3,4,-37.824155499999996,144.98390569999998,-37.8005595,144.9929871,3244.0,2018-06-17,22:34:47,871.6799999999997,22:49:18,16.66
ID1389645472,0,5,9,-37.801880700000005,144.9308808,-38.1109156,144.65417250000002,44114.0,2018-07-02,3:50:19,10567.32,6:46:26,22.09
ID1411891544,0,3,2,-37.8196922,144.9989929,-37.8129001,144.93925769999998,6105.0,2018-02-07,12:38:09,1408.1400000000006,13:01:37,8.25
ID3358070796,1,3,9,-37.8118251,144.9903343,-38.1109156,144.65417250000002,46143.0,2018-07-27,6:26:39,11076.66,9:31:15,55.55
ID5464317482,2,2,2,-37.814936200000005,144.92735109999998,-37.815016899999996,144.9276057,41.0,2018-05-22,21:01:25,10.860000000000005,21:01:35,34.21
ID3753093156,1,6,2,-37.7990342,144.98792419999998,-37.8135331,144.9373574,5663.0,2018-05-27,18:08:11,1465.8599999999994,18:32:36,21.97
ID1543484935,0,8,2,-37.807202000000004,145.0266373,-37.8151374,144.94033869999998,8427.0,2018-07-16,0:00:53,2191.68,0:37:24,11.73
